underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
VXX,26.1708,*,VXX161223C00038000,,call,12/23/2016,12/12/2016,38,0.03,0.02,0.04,17,622,1.0391,0.024,1.1966,-1.2127,0.2565,
VXX,26.1708,*,VXX161223C00038500,,call,12/23/2016,12/12/2016,38.5,0.04,0.02,0.03,0,67,1.0254,0.0188,0.9853,-0.9723,0.2084,
VXX,26.1708,*,VXX161223C00039000,,call,12/23/2016,12/12/2016,39,0.02,0.02,0.03,17,125,1.0529,0.0182,0.9366,-0.9744,0.2034,
VXX,26.1708,*,VXX161223C00039500,,call,12/23/2016,12/12/2016,39.5,0.02,0.02,0.03,10,25,1.0818,0.0179,0.8985,-0.987,0.2005,
VXX,26.1708,*,VXX161223C00040000,,call,12/23/2016,12/12/2016,40,0.02,0.01,0.03,17,1569,1.1093,0.0176,0.8604,-0.9937,0.1969,
VXX,26.1708,*,VXX161223C00040500,,call,12/23/2016,12/12/2016,40.5,0.05,0.01,0.02,0,392,1.0773,0.0125,0.661,-0.7199,0.1469,
VXX,26.1708,*,VXX161223C00041000,,call,12/23/2016,12/12/2016,41,0.02,0.01,0.02,2,68,1.1017,0.0122,0.6315,-0.7194,0.1435,
VXX,26.1708,*,VXX161223C00041500,,call,12/23/2016,12/12/2016,41.5,0.24,0.01,0.02,0,500,1.1276,0.012,0.6092,-0.7269,0.1417,
VXX,26.1708,*,VXX161223C00042000,,call,12/23/2016,12/12/2016,42,0.03,0.01,0.02,0,314,1.1536,0.0118,0.5893,-0.736,0.1402,
VXX,26.1708,*,VXX161223C00042500,,call,12/23/2016,12/12/2016,42.5,0.24,0.01,0.02,0,41,1.178,0.0116,0.5683,-0.74,0.1381,
VXX,26.1708,*,VXX161223C00043000,,call,12/23/2016,12/12/2016,43,0.17,0.01,0.02,0,73,1.2009,0.0114,0.5462,-0.7392,0.1353,
VXX,26.1708,*,VXX161223C00043500,,call,12/23/2016,12/12/2016,43.5,0.01,0.01,0.02,1,53,1.2238,0.0111,0.5264,-0.7399,0.1329,
VXX,26.1708,*,VXX161223C00044000,,call,12/23/2016,12/12/2016,44,0.05,0.01,0.02,0,109,1.2482,0.011,0.5116,-0.748,0.1317,
VXX,26.1708,*,VXX161223C00045000,,call,12/23/2016,12/12/2016,45,0.01,0,0.02,10,274,1.2939,0.0107,0.4809,-0.7556,0.1284,
VXX,26.1708,*,VXX161223C00046000,,call,12/23/2016,12/12/2016,46,0.19,0,0.02,0,120,1.3382,0.0104,0.4534,-0.7619,0.1252,
VXX,26.1708,*,VXX161223C00047000,,call,12/23/2016,12/12/2016,47,0.05,0,0.01,0,1059,1.2787,0.0058,0.282,-0.4327,0.0744,
VXX,26.1708,*,VXX161223C00048000,,call,12/23/2016,12/12/2016,48,0.01,0,0.01,20,79,1.3184,0.0056,0.2672,-0.4358,0.0727,
VXX,26.1708,*,VXX161223C00049000,,call,12/23/2016,12/12/2016,49,0.07,0,0.01,0,102,1.355,0.0054,0.2516,-0.4335,0.0703,
VXX,26.1708,*,VXX161223C00050000,,call,12/23/2016,12/12/2016,50,0.01,0,0.01,0,938,1.3947,0.0053,0.2419,-0.4415,0.0696,
VXX,26.1708,*,VXX161223C00051000,,call,12/23/2016,12/12/2016,51,0.01,0,0.01,0,340,1.4313,0.0052,0.2308,-0.4438,0.0682,
VXX,26.1708,*,VXX161223C00052000,,call,12/23/2016,12/12/2016,52,0.02,0,0.01,0,506,1.4648,0.005,0.2188,-0.4405,0.0661,
VXX,26.1708,*,VXX161223C00053000,,call,12/23/2016,12/12/2016,53,0.1,0,0.01,0,23,1.5015,0.005,0.2112,-0.4468,0.0654,
VXX,26.1708,*,VXX161223C00054000,,call,12/23/2016,12/12/2016,54,0.06,0,0.01,0,108,1.5381,0.0049,0.2049,-0.4549,0.065,
VXX,26.1708,*,VXX161223C00055000,,call,12/23/2016,12/12/2016,55,0.09,0,0.01,0,122,1.5686,0.0048,0.1948,-0.4498,0.063,
VXX,26.1708,*,VXX161223C00056000,,call,12/23/2016,12/12/2016,56,0.01,0,0.01,0,195,1.6052,0.0048,0.1907,-0.4612,0.0632,
VXX,26.1708,*,VXX161223C00057000,,call,12/23/2016,12/12/2016,57,0.26,0,0.01,0,3,1.6357,0.0047,0.183,-0.4594,0.0617,
VXX,26.1708,*,VXX161223C00058000,,call,12/23/2016,12/12/2016,58,0.05,0,0.01,0,39,1.6663,0.0046,0.1762,-0.4591,0.0606,
VXX,26.1708,*,VXX161223C00059000,,call,12/23/2016,12/12/2016,59,0.03,0,0.01,0,4,1.6968,0.0045,0.1704,-0.4604,0.0597,
VXX,26.1708,*,VXX161223C00060000,,call,12/23/2016,12/12/2016,60,0.01,0,0.01,6,70,1.7273,0.0044,0.1654,-0.463,0.0589,
VXX,26.1708,*,VXX161223C00061000,,call,12/23/2016,12/12/2016,61,0.05,0,0.01,0,16,1.7578,0.0044,0.161,-0.4669,0.0584,
VXX,26.1708,*,VXX161223C00062000,,call,12/23/2016,12/12/2016,62,0.01,0,0.01,0,67,1.7883,0.0044,0.1573,-0.472,0.058,
VXX,26.1708,*,VXX161223C00063000,,call,12/23/2016,12/12/2016,63,0.04,0,0.01,0,9,1.8127,0.0042,0.1506,-0.4644,0.0563,
VXX,26.1708,*,VXX161223C00064000,,call,12/23/2016,12/12/2016,64,0.04,0,0.01,0,6,1.8433,0.0042,0.148,-0.4718,0.0563,
VXX,26.1708,*,VXX161223C00065000,,call,12/23/2016,12/12/2016,65,0.02,0,0.01,0,209,1.8707,0.0042,0.1442,-0.4734,0.0556,
VXX,26.1708,*,VXX161223C00066000,,call,12/23/2016,12/12/2016,66,0.03,0,0.01,0,27,1.8982,0.0041,0.1408,-0.476,0.0551,
VXX,26.1708,*,VXX161223C00067000,,call,12/23/2016,12/12/2016,67,0.03,0,0.01,0,109,1.9226,0.004,0.1363,-0.4729,0.0541,
VXX,26.1708,*,VXX161223C00068000,,call,12/23/2016,12/12/2016,68,0.03,0,0.01,0,143,1.9501,0.004,0.1338,-0.4775,0.0538,
VXX,26.1708,*,VXX161223C00069000,,call,12/23/2016,12/12/2016,69,0.01,0,0.01,0,69,1.9775,0.004,0.1316,-0.483,0.0537,
VXX,26.1708,*,VXX161223C00070000,,call,12/23/2016,12/12/2016,70,0.01,0,0.01,0,30,2.002,0.0039,0.1283,-0.4827,0.053,
VXX,26.1708,*,VXX161223C00071000,,call,12/23/2016,12/12/2016,71,0.02,0,0.01,0,235,2.0264,0.0039,0.1254,-0.4833,0.0524,
VXX,26.1708,*,VXX161223C00072000,,call,12/23/2016,12/12/2016,72,0.02,0,0.01,0,17,2.0508,0.0038,0.1228,-0.4847,0.052,
VXX,26.1708,*,VXX161223C00073000,,call,12/23/2016,12/12/2016,73,0.02,0,0.01,0,88,2.0752,0.0038,0.1205,-0.4869,0.0516,
VXX,26.1708,*,VXX161223C00074000,,call,12/23/2016,12/12/2016,74,0.02,0,0.01,0,214,2.0996,0.0038,0.1184,-0.4899,0.0513,
VXX,26.1708,*,VXX161223P00013000,,put,12/23/2016,12/12/2016,13,0,0,0.01,0,0,1.6083,-0.0041,0.1646,-0.3993,0.0546,
VXX,26.1708,*,VXX161223P00013500,,put,12/23/2016,12/12/2016,13.5,0,0,0.01,0,0,1.5259,-0.0042,0.1801,-0.3933,0.0567,
VXX,26.1708,*,VXX161223P00014000,,put,12/23/2016,12/12/2016,14,0,0,0.01,0,0,1.4496,-0.0045,0.1996,-0.3934,0.0597,
VXX,26.1708,*,VXX161223P00014500,,put,12/23/2016,12/12/2016,14.5,0,0,0.01,0,0,1.3733,-0.0047,0.2195,-0.3882,0.0622,
VXX,26.1708,*,VXX161223P00015000,,put,12/23/2016,12/12/2016,15,0,0,0.01,0,0,1.3,-0.0049,0.2423,-0.3841,0.065,
VXX,26.1708,*,VXX161223P00015500,,put,12/23/2016,12/12/2016,15.5,0,0,0.01,0,0,1.2329,-0.0053,0.2722,-0.3881,0.0692,
VXX,26.1708,*,VXX161223P00016000,,put,12/23/2016,12/12/2016,16,0,0,0.01,0,0,1.1627,-0.0055,0.3003,-0.3808,0.072,
VXX,26.1708,*,VXX161223P00016500,,put,12/23/2016,12/12/2016,16.5,0,0,0.01,0,0,1.0986,-0.006,0.3383,-0.383,0.0767,
VXX,26.1708,*,VXX161223P00017000,,put,12/23/2016,12/12/2016,17,0,0,0.01,0,0,1.0315,-0.0062,0.3742,-0.3735,0.0796,
VXX,26.1708,*,VXX161223P00017500,,put,12/23/2016,12/12/2016,17.5,0,0,0.01,0,0,0.9705,-0.0067,0.4241,-0.3747,0.0849,
VXX,26.1708,*,VXX161223P00018000,,put,12/23/2016,12/12/2016,18,0,0,0.01,0,0,0.9094,-0.0071,0.4794,-0.3719,0.0899,
VXX,26.1708,*,VXX161223P00018500,,put,12/23/2016,12/12/2016,18.5,0,0,0.01,0,0,0.8484,-0.0076,0.5406,-0.3649,0.0946,
VXX,26.1708,*,VXX161223P00019000,,put,12/23/2016,12/12/2016,19,0,0,0.01,0,0,0.7904,-0.0081,0.6188,-0.3625,0.1009,
VXX,26.1708,*,VXX161223P00019500,,put,12/23/2016,12/12/2016,19.5,0,0,0.01,0,0,0.7324,-0.0087,0.7081,-0.3562,0.107,
VXX,26.1708,*,VXX161223P00020000,,put,12/23/2016,12/12/2016,20,0.03,0,0.01,0,5,0.676,-0.0093,0.8185,-0.3507,0.1141,
VXX,26.1708,*,VXX161223P00020500,,put,12/23/2016,12/12/2016,20.5,0,0,0.01,0,0,0.6195,-0.01,0.9482,-0.3412,0.1212,
VXX,26.1708,*,VXX161223P00021000,,put,12/23/2016,12/12/2016,21,0.01,0,0.01,0,5,0.5661,-0.011,1.1264,-0.3385,0.1315,
VXX,26.1708,*,VXX161223P00021500,,put,12/23/2016,12/12/2016,21.5,0.01,0,0.01,0,96,0.5127,-0.0121,1.3486,-0.3324,0.1426,
VXX,26.1708,*,VXX161223P00022000,,put,12/23/2016,12/12/2016,22,0.01,0,0.02,3,342,0.5104,-0.0225,2.3062,-0.5633,0.2428,
VXX,26.1708,*,VXX161223P00022500,,put,12/23/2016,12/12/2016,22.5,0.01,0.01,0.02,72,806,0.4532,-0.0249,2.8294,-0.5447,0.2645,
VXX,26.1708,*,VXX161223P00023000,,put,12/23/2016,12/12/2016,23,0.03,0.04,0.05,38,689,0.4738,-0.0534,5.0505,-1.0627,0.4937,
VXX,26.1708,*,VXX161223P00023500,,put,12/23/2016,12/12/2016,23.5,0.14,0.08,0.1,0,825,0.4862,-0.0936,7.5716,-1.6775,0.7594,
VXX,26.1708,*,VXX161223P00024000,,put,12/23/2016,12/12/2016,24,0.2,0.16,0.18,13,2375,0.4986,-0.1481,10.2064,-2.3777,1.0498,
VXX,26.1708,*,VXX161223P00024500,,put,12/23/2016,12/12/2016,24.5,0.31,0.3,0.31,274,992,0.5207,-0.2189,12.4823,-3.1712,1.3409,
VXX,26.1708,*,VXX161223P00025000,,put,12/23/2016,12/12/2016,25,0.47,0.48,0.49,459,3882,0.5451,-0.2974,13.9874,-3.8941,1.573,
VXX,26.1708,*,VXX161223P00025500,,put,12/23/2016,12/12/2016,25.5,0.74,0.71,0.72,1496,4356,0.5713,-0.3774,14.644,-4.4763,1.7258,
VXX,26.1708,*,VXX161223P00026000,,put,12/23/2016,12/12/2016,26,1.01,0.98,1,136,2381,0.6006,-0.454,14.5261,-4.9078,1.7999,
VXX,26.1708,*,VXX161223P00026500,,put,12/23/2016,12/12/2016,26.5,1.3,1.29,1.31,107,1193,0.6249,-0.5241,14.029,-5.1304,1.8087,
VXX,26.1708,*,VXX161223P00027000,,put,12/23/2016,12/12/2016,27,1.62,1.62,1.67,136,4435,0.6588,-0.5851,13.0277,-5.2934,1.7706,
VXX,26.1708,*,VXX161223P00027500,,put,12/23/2016,12/12/2016,27.5,2.03,2.01,2.04,141,3367,0.6827,-0.6399,12.0654,-5.2638,1.6994,
VXX,26.1708,*,VXX161223P00028000,,put,12/23/2016,12/12/2016,28,2.3,2.38,2.45,33,701,0.7172,-0.6844,10.9148,-5.2531,1.6149,
VXX,26.1708,*,VXX161223P00028500,,put,12/23/2016,12/12/2016,28.5,2.61,2.79,2.88,85,365,0.7534,-0.7211,9.8183,-5.2139,1.5261,
VXX,26.1708,*,VXX161223P00029000,,put,12/23/2016,12/12/2016,29,3.15,3.2,3.35,5,1803,0.8084,-0.7457,8.7329,-5.3393,1.4565,
VXX,26.1708,*,VXX161223P00029500,,put,12/23/2016,12/12/2016,29.5,3.65,3.65,3.8,0,364,0.8432,-0.7717,7.8947,-5.2504,1.3734,
VXX,26.1708,*,VXX161223P00030000,,put,12/23/2016,12/12/2016,30,4.35,4.1,4.2,0,458,0.832,-0.8087,7.212,-4.6665,1.2379,
VXX,26.1708,*,VXX161223P00030500,,put,12/23/2016,12/12/2016,30.5,4.55,4.55,4.7,0,79,0.893,-0.8185,6.5026,-4.8475,1.198,
VXX,26.1708,*,VXX161223P00031000,,put,12/23/2016,12/12/2016,31,5.02,5,5.15,70,173,0.9077,-0.8403,5.8943,-4.5379,1.1038,
VXX,26.1708,*,VXX161223P00031500,,put,12/23/2016,12/12/2016,31.5,5.7,5.45,5.6,0,72,0.915,-0.8616,5.3154,-4.1556,1.0033,
VXX,26.1708,*,VXX161223P00032000,,put,12/23/2016,12/12/2016,32,6.2,5.95,6.1,0,103,0.967,-0.8673,4.8846,-4.266,0.9745,
VXX,26.1708,*,VXX161223P00032500,,put,12/23/2016,12/12/2016,32.5,6.65,6.4,6.6,0,39,1.0176,-0.8724,4.5187,-4.3698,0.9486,
VXX,26.1708,*,VXX161223P00033000,,put,12/23/2016,12/12/2016,33,7.26,6.9,7.05,0,26,1.0103,-0.8914,4.059,-3.8665,0.846,
VXX,26.1708,*,VXX161223P00033500,,put,12/23/2016,12/12/2016,33.5,6.22,7.35,7.55,0,17,1.0567,-0.8951,3.7856,-3.9445,0.8252,
VXX,26.1708,*,VXX161223P00034000,,put,12/23/2016,12/12/2016,34,8.04,7.85,8.05,0,100,1.1017,-0.8985,3.5466,-4.0171,0.8061,
VXX,26.1708,*,VXX161223P00034500,,put,12/23/2016,12/12/2016,34.5,8.4,8.35,8.5,12,28,1.078,-0.9167,3.1315,-3.3922,0.6964,
VXX,26.1708,*,VXX161223P00035000,,put,12/23/2016,12/12/2016,35,8.93,8.85,9,0,73,1.1196,-0.919,2.9504,-3.4474,0.6815,
VXX,26.1708,*,VXX161223P00035500,,put,12/23/2016,12/12/2016,35.5,5.65,9.35,9.5,0,25,1.1601,-0.9212,2.7889,-3.4983,0.6674,
VXX,26.1708,*,VXX161223P00036000,,put,12/23/2016,12/12/2016,36,6.99,9.8,10,0,162,1.1993,-0.9233,2.6437,-3.5445,0.6541,
VXX,26.1708,*,VXX161223P00036500,,put,12/23/2016,12/12/2016,36.5,4.43,10.3,10.5,0,1,1.2379,-0.9252,2.5135,-3.5898,0.6419,
VXX,26.1708,*,VXX161223P00037000,,put,12/23/2016,12/12/2016,37,10.75,10.8,11,1,45,1.2756,-0.9269,2.3959,-3.6337,0.6305,
VXX,26.1708,*,VXX161223P00037500,,put,12/23/2016,12/12/2016,37.5,11.25,11.3,11.5,1,2,1.3126,-0.9285,2.2892,-3.6761,0.6199,
VXX,26.1708,*,VXX161223P00038000,,put,12/23/2016,12/12/2016,38,10,11.8,12,0,243,1.3489,-0.93,2.1919,-3.7168,0.6099,
VXX,26.1708,*,VXX161223P00038500,,put,12/23/2016,12/12/2016,38.5,9.05,12.3,12.45,0,14,1.2932,-0.946,1.8663,-2.9027,0.4979,
VXX,26.1708,*,VXX161223P00039000,,put,12/23/2016,12/12/2016,39,8.52,12.8,12.95,0,10,1.3268,-0.9471,1.7911,-2.9322,0.4902,
VXX,26.1708,*,VXX161223P00039500,,put,12/23/2016,12/12/2016,39.5,0,13.3,13.45,0,0,1.3596,-0.9481,1.7215,-2.9594,0.4829,
VXX,26.1708,*,VXX161223P00040000,,put,12/23/2016,12/12/2016,40,9.41,13.8,13.95,0,10,1.3916,-0.949,1.657,-2.9842,0.4757,
VXX,26.1708,*,VXX161223P00040500,,put,12/23/2016,12/12/2016,40.5,11.28,14.3,14.45,0,3,1.4233,-0.9499,1.5978,-3.0098,0.4692,
VXX,26.1708,*,VXX161223P00041000,,put,12/23/2016,12/12/2016,41,0,14.8,14.95,0,0,1.4542,-0.9508,1.5424,-3.0328,0.4627,
VXX,26.1708,*,VXX161223P00041500,,put,12/23/2016,12/12/2016,41.5,0,15.25,15.45,0,0,1.4847,-0.9516,1.4912,-3.0564,0.4568,
VXX,26.1708,*,VXX161223P00042000,,put,12/23/2016,12/12/2016,42,13.97,15.75,15.95,0,11,1.5148,-0.9523,1.4438,-3.0804,0.4512,
VXX,26.1708,*,VXX161223P00042500,,put,12/23/2016,12/12/2016,42.5,0,16.25,16.45,0,0,1.5442,-0.953,1.3989,-3.1014,0.4457,
VXX,26.1708,*,VXX161223P00043000,,put,12/23/2016,12/12/2016,43,14.93,16.75,16.95,0,1,1.5732,-0.9537,1.3572,-3.1227,0.4405,
VXX,26.1708,*,VXX161223P00043500,,put,12/23/2016,12/12/2016,43.5,0,17.25,17.45,0,0,1.6022,-0.9543,1.3188,-3.1473,0.4359,
VXX,26.1708,*,VXX161223P00044000,,put,12/23/2016,12/12/2016,44,0,17.75,17.95,0,0,1.6304,-0.9549,1.2823,-3.1686,0.4313,
VXX,26.1708,*,VXX161223P00045000,,put,12/23/2016,12/12/2016,45,0,18.75,18.95,0,0,1.6853,-0.956,1.2149,-3.2076,0.4224,
VXX,26.1708,*,VXX161223P00046000,,put,12/23/2016,12/12/2016,46,0,19.75,19.95,0,0,1.7387,-0.9571,1.1551,-3.2456,0.4143,
VXX,26.1708,*,VXX161223P00047000,,put,12/23/2016,12/12/2016,47,0,20.75,20.95,0,0,1.7906,-0.958,1.1014,-3.2818,0.4069,
VXX,26.1708,*,VXX161223P00048000,,put,12/23/2016,12/12/2016,48,0,21.75,21.95,0,0,1.841,-0.9589,1.0529,-3.3157,0.3999,
VXX,26.1708,*,VXX161223P00049000,,put,12/23/2016,12/12/2016,49,0,22.75,22.95,0,0,1.8898,-0.9598,1.0087,-3.3469,0.3932,
VXX,26.1708,*,VXX161223P00050000,,put,12/23/2016,12/12/2016,50,23.95,23.75,23.95,2,0,1.9371,-0.9606,0.9681,-3.3748,0.3869,
VXX,26.1708,*,VXX161223P00051000,,put,12/23/2016,12/12/2016,51,0,24.75,24.95,0,0,1.9836,-0.9613,0.9317,-3.4052,0.3813,
VXX,26.1708,*,VXX161223P00052000,,put,12/23/2016,12/12/2016,52,0,25.75,25.95,0,0,2.0294,-0.9619,0.8987,-3.4378,0.3763,
VXX,26.1708,*,VXX161223P00053000,,put,12/23/2016,12/12/2016,53,0,26.75,26.95,0,0,2.0737,-0.9625,0.8679,-3.4659,0.3713,
VXX,26.1708,*,VXX161223P00054000,,put,12/23/2016,12/12/2016,54,0,27.75,27.95,0,0,2.1164,-0.9631,0.8389,-3.4892,0.3663,
VXX,26.1708,*,VXX161223P00055000,,put,12/23/2016,12/12/2016,55,27.05,28.75,28.95,0,3,2.1591,-0.9636,0.8132,-3.5197,0.3622,
VXX,26.1708,*,VXX161223P00056000,,put,12/23/2016,12/12/2016,56,0,29.75,29.95,0,0,2.2003,-0.9641,0.7887,-3.5448,0.358,
VXX,26.1708,*,VXX161223P00057000,,put,12/23/2016,12/12/2016,57,0,30.75,30.95,0,0,2.2408,-0.9646,0.766,-3.5702,0.3541,
VXX,26.1708,*,VXX161223P00058000,,put,12/23/2016,12/12/2016,58,0,31.75,31.95,0,0,2.2797,-0.9651,0.7443,-3.5898,0.35,
VXX,26.1708,*,VXX161223P00059000,,put,12/23/2016,12/12/2016,59,0,32.75,32.95,0,0,2.3186,-0.9655,0.7247,-3.6153,0.3466,
VXX,26.1708,*,VXX161223P00060000,,put,12/23/2016,12/12/2016,60,0,33.75,33.95,0,0,2.3567,-0.9659,0.7064,-3.6405,0.3434,
VXX,26.1708,*,VXX161223P00061000,,put,12/23/2016,12/12/2016,61,0,34.75,34.95,0,0,2.3933,-0.9663,0.6885,-3.6591,0.34,
VXX,26.1708,*,VXX161223P00062000,,put,12/23/2016,12/12/2016,62,33.6,35.75,35.95,0,1,2.43,-0.9667,0.6724,-3.683,0.3371,
VXX,26.1708,*,VXX161223P00063000,,put,12/23/2016,12/12/2016,63,34.6,36.75,36.95,0,2,2.4654,-0.967,0.6568,-3.7029,0.334,
VXX,26.1708,*,VXX161223P00064000,,put,12/23/2016,12/12/2016,64,0,37.75,37.95,0,0,2.5002,-0.9674,0.642,-3.7217,0.3311,
VXX,26.1708,*,VXX161223P00065000,,put,12/23/2016,12/12/2016,65,0,38.75,38.95,0,0,2.5345,-0.9677,0.6282,-3.7421,0.3285,
VXX,26.1708,*,VXX161223P00066000,,put,12/23/2016,12/12/2016,66,0,39.75,39.95,0,0,2.5681,-0.968,0.6151,-3.7611,0.3259,
VXX,26.1708,*,VXX161223P00067000,,put,12/23/2016,12/12/2016,67,0,40.75,40.95,0,0,2.6012,-0.9683,0.6028,-3.7815,0.3235,
VXX,26.1708,*,VXX161223P00068000,,put,12/23/2016,12/12/2016,68,0,41.75,41.95,0,0,2.6337,-0.9686,0.591,-3.8,0.3211,
VXX,26.1708,*,VXX161223P00069000,,put,12/23/2016,12/12/2016,69,0,42.75,42.95,0,0,2.6657,-0.9688,0.5799,-3.8197,0.3189,
VXX,26.1708,*,VXX161223P00070000,,put,12/23/2016,12/12/2016,70,0,43.75,43.95,0,0,2.697,-0.9691,0.5692,-3.8373,0.3167,
VXX,26.1708,*,VXX161223P00071000,,put,12/23/2016,12/12/2016,71,0,44.75,44.95,0,0,2.7275,-0.9694,0.5589,-3.8527,0.3145,
VXX,26.1708,*,VXX161223P00072000,,put,12/23/2016,12/12/2016,72,0,45.75,45.95,0,0,2.758,-0.9696,0.5493,-3.8718,0.3126,
VXX,26.1708,*,VXX161223P00073000,,put,12/23/2016,12/12/2016,73,0,46.75,46.95,0,0,2.7878,-0.9698,0.5401,-3.8884,0.3106,
VXX,26.1708,*,VXX161223P00074000,,put,12/23/2016,12/12/2016,74,46,47.75,47.95,0,1,2.8168,-0.9701,0.531,-3.9027,0.3086,
VXX,26.1708,Q,VXX161230C00013000,,call,12/30/2016,12/12/2016,13,0,13.05,13.25,0,0,1.6724,0.9808,0.4815,-1.272,0.2719,
VXX,26.1708,Q,VXX161230C00013500,,call,12/30/2016,12/12/2016,13.5,0,12.55,12.75,0,0,1.5915,0.9798,0.5273,-1.2618,0.2833,
VXX,26.1708,Q,VXX161230C00014000,,call,12/30/2016,12/12/2016,14,0,12.05,12.25,0,0,1.5129,0.9789,0.5774,-1.249,0.2949,
VXX,26.1708,Q,VXX161230C00014500,,call,12/30/2016,12/12/2016,14.5,0,11.55,11.75,0,0,1.4374,0.9778,0.6333,-1.2372,0.3074,
VXX,26.1708,Q,VXX161230C00015000,,call,12/30/2016,12/12/2016,15,0,11.05,11.25,0,0,1.3649,0.9766,0.6965,-1.2271,0.321,
VXX,26.1708,Q,VXX161230C00015500,,call,12/30/2016,12/12/2016,15.5,0,10.55,10.75,0,0,1.2939,0.9754,0.7662,-1.2138,0.3348,
VXX,26.1708,Q,VXX161230C00016000,,call,12/30/2016,12/12/2016,16,0,10.05,10.25,0,0,1.2253,0.9741,0.845,-1.2006,0.3496,
VXX,26.1708,Q,VXX161230C00016500,,call,12/30/2016,12/12/2016,16.5,0,9.55,9.75,0,0,1.1589,0.9727,0.9346,-1.1885,0.3657,
VXX,26.1708,Q,VXX161230C00017000,,call,12/30/2016,12/12/2016,17,0,9.05,9.25,0,0,1.0941,0.9712,1.036,-1.1746,0.3827,
VXX,26.1708,Q,VXX161230C00017500,,call,12/30/2016,12/12/2016,17.5,0,8.55,8.75,0,0,1.0307,0.9695,1.1518,-1.1595,0.4009,
VXX,26.1708,Q,VXX161230C00018000,,call,12/30/2016,12/12/2016,18,0,8.05,8.25,0,0,0.9689,0.9677,1.2851,-1.1436,0.4204,
VXX,26.1708,Q,VXX161230C00018500,,call,12/30/2016,12/12/2016,18.5,0,7.55,7.75,0,0,0.9087,0.9657,1.44,-1.1276,0.4418,
VXX,26.1708,Q,VXX161230C00019000,,call,12/30/2016,12/12/2016,19,0,7.05,7.25,0,0,0.8492,0.9635,1.6195,-1.108,0.4644,
VXX,26.1708,Q,VXX161230C00019500,,call,12/30/2016,12/12/2016,19.5,0,6.55,6.75,0,0,0.7912,0.9611,1.8328,-1.089,0.4896,
VXX,26.1708,Q,VXX161230C00020000,,call,12/30/2016,12/12/2016,20,6.01,6.05,6.25,0,1,0.7343,0.9583,2.0878,-1.0692,0.5177,
VXX,26.1708,Q,VXX161230C00020500,,call,12/30/2016,12/12/2016,20.5,0,5.55,5.8,0,0,0.7576,0.9378,2.7827,-1.5113,0.7118,
VXX,26.1708,Q,VXX161230C00021000,,call,12/30/2016,12/12/2016,21,7.6,5.05,5.25,0,10,0.6229,0.9517,2.7718,-1.0226,0.583,
VXX,26.1708,Q,VXX161230C00021500,,call,12/30/2016,12/12/2016,21.5,5.7,4.6,4.75,0,1,0.5684,0.9476,3.2423,-0.9965,0.6223,
VXX,26.1708,Q,VXX161230C00022000,,call,12/30/2016,12/12/2016,22,0,4.1,4.3,0,0,0.58,0.9212,4.3598,-1.3897,0.8539,
VXX,26.1708,Q,VXX161230C00022500,,call,12/30/2016,12/12/2016,22.5,3.45,3.65,3.8,0,2,0.5219,0.9136,5.1944,-1.341,0.9153,
VXX,26.1708,Q,VXX161230C00023000,,call,12/30/2016,12/12/2016,23,3.35,3.2,3.35,3,122,0.511,0.8842,6.5702,-1.6231,1.1336,
VXX,26.1708,Q,VXX161230C00023500,,call,12/30/2016,12/12/2016,23.5,2.92,2.82,2.94,3,17,0.5173,0.8403,8.0845,-2.0426,1.412,
VXX,26.1708,Q,VXX161230C00024000,,call,12/30/2016,12/12/2016,24,2.58,2.47,2.55,15,34,0.5186,0.7912,9.5311,-2.4175,1.669,
VXX,26.1708,Q,VXX161230C00024500,,call,12/30/2016,12/12/2016,24.5,2.21,2.14,2.21,10,16,0.531,0.7322,10.6715,-2.8348,1.9134,
VXX,26.1708,Q,VXX161230C00025000,,call,12/30/2016,12/12/2016,25,1.9,1.86,1.92,30,208,0.5503,0.6688,11.3419,-3.2329,2.1073,
VXX,26.1708,Q,VXX161230C00025500,,call,12/30/2016,12/12/2016,25.5,1.69,1.61,1.67,40,267,0.5709,0.6061,11.5984,-3.5561,2.2357,
VXX,26.1708,Q,VXX161230C00026000,,call,12/30/2016,12/12/2016,26,1.43,1.4,1.45,565,1224,0.5896,0.5463,11.5665,-3.7808,2.3025,
VXX,26.1708,Q,VXX161230C00026500,,call,12/30/2016,12/12/2016,26.5,1.25,1.22,1.26,123,470,0.608,0.4903,11.2893,-3.923,2.3175,
VXX,26.1708,Q,VXX161230C00027000,,call,12/30/2016,12/12/2016,27,1.12,1.07,1.09,325,847,0.6231,0.4383,10.8856,-3.9728,2.2904,
VXX,26.1708,Q,VXX161230C00027500,,call,12/30/2016,12/12/2016,27.5,0.99,0.93,0.96,88,799,0.6454,0.3924,10.2473,-4.0117,2.2333,
VXX,26.1708,Q,VXX161230C00028000,,call,12/30/2016,12/12/2016,28,0.81,0.82,0.84,57,3227,0.6631,0.3503,9.6163,-3.9727,2.1531,
VXX,26.1708,Q,VXX161230C00028500,,call,12/30/2016,12/12/2016,28.5,0.77,0.72,0.74,1,668,0.6819,0.3133,8.9443,-3.9069,2.0593,
